"claim_id","path","line","claim_text","domain","risk","source_type","source_location","scope","status","decision"
"MC-0097","01-项目/meta-abilities/说服.md","204","Cialdini引用的经典实验——服务员在给顾客账单时附带一颗薄荷糖，小费提高3%。附带两颗薄荷糖——提高14%。附带两颗，且放下账单走开几步后再返回，额外掏出一颗说""这是专门给你的""——提高23%。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0098","01-项目/meta-abilities/说服.md","212","Cialdini的另一个实验——酒店房间里的牌子：""请重复使用毛巾以保护环境。""效果一般。换一个写法：""入住本酒店的75%客人选择重复使用毛巾。""效果显著提升。再换一个写法：""入住本房间的75%客人选择重复使用毛巾。""效果最好。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0099","01-项目/meta-abilities/说服.md","218","美国一项研究——在居民区挨家挨户问""能否在您家前院立一块巨大的'安全驾驶'公益广告牌""。只有17%同意。另一组居民先被问""能否在您家窗户上贴一张三英寸的'安全驾驶'小贴纸""——几乎所有人同意。两周后再问这些人""能否在您家前院立一块巨大的广告牌""——76%同意。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0100","01-项目/meta-abilities/说服.md","220","小承诺（贴纸）→自我认知改变（""我是一个支持安全驾驶的人""）→认知一致性驱动（""既然我是这种人，我应该同意大招牌""）→大行动的完成率从17%跃升到76%。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0101","01-项目/meta-abilities/说服.md","305","Axelrod的""重复囚徒困境""实验揭示了一个被严重低估的说服真理——信任在重复博弈中是唯一稳定的长期策略。在单次博弈中（你确定不会再见到对方），最优策略是背叛和操纵。在重复博弈中（你不知道这是不是最后一次），最优策略是以牙还牙——你第一次选择合作（信任），然后复制对方上一轮的策略。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0102","01-项目/meta-abilities/说服.md","311","两个销售员各卖了一款产品。第一个把产品的所有缺陷都写在说明书里——客户买之前就知道哪里可能出问题。买回去之后发现""果然跟他说的一样""——信任加深。下一次又买了他的另一款产品。第二个把产品的缺陷全部隐藏——客户买回去之后才发现问题。""他骗了我""——永远不会再买他的任何东西。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0103","01-项目/meta-abilities/健康.md","24","这台机器对供电极其敏感。血糖低5%→CPU降频。昨晚睡5小时→警报器音量翻倍、CPU按不住警报器。三天没晒太阳→内部时钟乱跳，该开机时关机，该关机时开机。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0104","01-项目/meta-abilities/健康.md","28","Matthew Walker的数据：睡眠<6小时，杏仁核对负面刺激反应+60%，前额叶抑制力大幅下降。John Ratey的数据：久坐4小时，前额叶供血下降15-20%。不是你""控制不住脾气""""下午脑子转不动""——是机器的供电系统出了问题。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0105","01-项目/meta-abilities/健康.md","49","**三、废物清理。** 白天大脑积累β-淀粉样蛋白。睡眠时胶质淋巴系统启动——脑脊液冲洗脑组织，效率是清醒时的10倍。长期<6小时睡眠→废物持续积累。你感觉不到——十年后年轻时的睡眠债在大脑里留下了物理痕迹。Walker的数据：夜班工作者被WHO列为2A类致癌因素——不是熬夜本身有毒，是长期昼夜节律紊乱导致胶质淋巴系统清理效率永久下降。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0106","01-项目/meta-abilities/健康.md","51","**四、生长激素释放。** 入睡后第一个90分钟=黄金90分钟。全夜70-80%生长激素在这个窗口释放。成年人用它修复肌肉、燃烧脂肪、维护免疫。凌晨两点睡——黄金90分钟被推迟，错过SCN预设的修复窗口（晚10点-凌晨2点）。不是""睡够久就行""——是""什么时候睡""。窗口错过了就错过了。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0107","01-项目/meta-abilities/健康.md","65","咖啡因不给你能量。咖啡因堵住腺苷受体——像用胶布贴住火警报警器。报警器还在响——你听不到了。腺苷还在积累——等咖啡因代谢掉（半衰期5-6小时），所有被堵住的腺苷一次性涌上来。这就是你下午三点""突然""崩溃的原因——不是累了，是被堵了五小时的困倦信号同时砸下来。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0108","01-项目/meta-abilities/健康.md","76","运动后2小时=高可塑性窗口。BDNF峰值在运动开始后15-20分钟。15分钟以内→效果接近零。20-30分钟→最佳。超过45分钟→皮质醇过量对冲BDNF。不需要马拉松——每天20分钟心率120-140。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0109","01-项目/meta-abilities/健康.md","78","哈佛对照实验：运动后数学测试比久坐组高20%。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0110","01-项目/meta-abilities/健康.md","101","压力反应需要一个""安全信号""来关闭。斑马的安全信号=逃到安全距离后身体自动关闭压力反应。人类需要自己造——每天运动20分钟。运动后的放松感=身体在告诉你""威胁过去了""。没有这个信号——你的压力回路永远在待机状态。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0111","01-项目/meta-abilities/健康.md","110","早晨自然光10000-25000勒克斯进入眼睛→ipRGC细胞→SCN开始褪黑素14-16小时倒计时。室内光300-500勒克斯→差30-50倍。阴天户外仍有5000-10000勒克斯。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0112","01-项目/meta-abilities/健康.md","112","你用500勒克斯的屏幕光骗SCN说""天亮了""→SCN褪黑素倒计时往后推了三个小时。晚上LED灯+屏幕蓝光→SCN又收到""天还没黑""→倒计时被无限推迟。躺在床上想""为什么不困""——因为你白天用台灯假装太阳，晚上用屏幕假装白天。SCN完全不知道现在几点了。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0113","01-项目/meta-abilities/健康.md","118","第二个人——不拉窗帘。早上六点半第一道光进来→5000勒克斯，半小时后10000勒克斯。起床后阳台站十分钟→20000勒克斯直射眼睛。SCN收到清晰的""天亮""——褪黑素倒计时早上7点开始，14小时后晚上9点开始分泌褪黑素。傍晚出门散步→给SCN""亮度在降低""的过渡信号。晚上只开小台灯→环境光<100勒克斯。SCN确认""天黑了""。晚上10点自然困，早上7点自然醒。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0114","01-项目/meta-abilities/健康.md","127","光→SCN→设定褪黑素倒计时→确定入睡时间窗。温度→入睡时核心体温需下降1-2°C。消化产热干扰体温下降。进食时间→睡前3小时摄入任何热量→消化产热让体温不降反升。运动时间→下午4-6点体温最高时运动最好→运动后体温下降幅度更大→帮助夜间体温下降。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0115","01-项目/meta-abilities/健康.md","129","四个同时改——14天SCN被重新校准。只改一个——效果打3折。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0116","01-项目/meta-abilities/健康.md","142","| 日课 | 晨光10分钟 + 下午运动20分钟（心率120-140）+ 睡前3h禁食 + 同一时间起床 + 睡前90分钟屏幕降级 + 鼻呼吸觉察 | SCN校准、BDNF释放、体温节律、多巴胺管理 |","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0117","01-项目/meta-abilities/健康.md","143","| 周课 | 一天低刺激日（D2受体上调）+ 2次力量训练（睾酮+生长激素） | 受体修复、肌肉骨骼信号 |","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0118","01-项目/meta-abilities/健康.md","145","| 季课 | 14天全维度重置（Day0基线vs Day14对比）+ 呼吸模式评估 + 24h多巴胺断食 | 系统级校准、受体重置 |","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0119","01-项目/meta-abilities/健康.md","159","呼吸是你唯一可以有意识控制、也可以无意识运行的生理功能。大多数人的呼吸模式被现代生活扭曲了——长期浅呼吸（只用到肺的上三分之一）、口呼吸（绕过鼻腔的过滤加温加湿）、呼吸频率过高（正常12-20次/分钟，焦虑时可达30+）。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0120","01-项目/meta-abilities/健康.md","161","鼻腔不只是一个通气孔——它是一氧化氮的生产工厂。鼻呼吸时，一氧化氮跟着气流进入肺部，扩张血管和气道，提高氧气吸收效率。口呼吸完全绕过了这条通路——吸进来的气没有经过任何处理直接进入肺部。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0121","01-项目/meta-abilities/健康.md","163","慢呼吸（5.5秒吸+5.5秒呼=每分钟5.5次）激活副交感神经——心率变异性升高，压力反应关闭。这是你能在任何时间任何地点使用的""压力断路器""。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0122","01-项目/meta-abilities/健康.md","167","任何感到压力、焦虑、情绪上头的时刻——鼻子吸气5.5秒，鼻子呼气5.5秒。重复十次（约2分钟）。心率会在2分钟内下降5-15bpm。不是""放松技巧""——是副交感神经被慢呼吸的节律直接激活。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0123","01-项目/meta-abilities/健康.md","173","- **晨光10分钟**：起床后户外。阴天也出去。不戴墨镜不看屏幕。中午再补10分钟户外光。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0124","01-项目/meta-abilities/健康.md","174","- **下午运动20分钟**：心率120-140bpm。快走/慢跑/跳绳/跳操——形式不重要，心率重要。利用运动后BDNF窗口覆盖午后低谷。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0125","01-项目/meta-abilities/健康.md","175","- **睡前3小时禁食**：水/无咖啡因草本茶可以。任何含热量不摄入。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0126","01-项目/meta-abilities/健康.md","177","- **睡前90分钟屏幕降级**：手机夜间模式+亮度最低，或直接不碰屏幕。蓝光抑制褪黑素达50%。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0127","01-项目/meta-abilities/健康.md","182","- **2次力量训练**：刺激睾酮和生长激素。补有氧不能替代的生理信号——肌肉收缩带来的机械张力信号触发骨骼和内分泌系统的适应性反应。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0128","01-项目/meta-abilities/健康.md","186","- **压力源清单审计**：列出本月触发你压力反应的前三个情境。每一个问——这个情境可以通过环境设计避开或修正吗（情境选择/修正）？如果不能，下次触发时可以做什么来缩短压力反应的持续时间（慢呼吸/运动/90秒规则）？","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-blocked","block"
"MC-0129","01-项目/meta-abilities/健康.md","189","- **14天全维度重置**：光/温度/进食时间/运动时间四个维度同时校准14天。Day 0测基线：入睡时间、晨起清醒度、午后低谷、情绪韧性。Day 14复测——比较。四个维度一起改，14天足够SCN重新校准。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0130","01-项目/meta-abilities/健康.md","194","在你开始任何改变之前，先花三天时间把你的健康数据建立起来。连续记录：几点几分关灯、自然醒是几点（用闹钟强制醒的另外标注）、躺下到睡着多少分钟、醒来后15分钟清醒度自评1到5分、下午两点到四点精力最低点的自评、遇到挫折后恢复到正常状态需要多少分钟。取三天平均值——这六个数告诉你现在到底站在哪里。大多数人跳过这步，直接开始""改变""，但连从哪开始的都不知道。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0131","01-项目/meta-abilities/健康.md","196","接下来你需要一个具体的靶子，而不是""睡得更好""这种废话。靶子是：入睡时间在23点之前、起床在7点之前且不用闹钟、入睡速度少于15分钟、晨起清醒度4分以上、午后低谷3分以上、情绪恢复少于30分钟。选当前最差的那个指标作为第一优先——一次只追一个，别同时追六个。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0132","01-项目/meta-abilities/健康.md","198","把测出来的数据和靶子放在一起对比，差距最大的就是接下来十四天要攻克的。假如你现在入睡时间是凌晨两点，靶子是23点，差距三小时——十四天足够你的SCN重新校准这个偏移。执行很简单：四个维度同时改——晨光十分钟（光）、睡前3小时禁食、同一时间起床（温度和代谢）、下午运动二十分钟（运动）。每天只记录两个数据：昨晚入睡时间和今早晨起清醒度，不需要同时追踪所有指标。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0133","01-项目/meta-abilities/健康.md","200","十四天后重新测六项基线。对比第一天——你选的那个指标改善了多少。改善了但没到靶子，就继续第二轮十四天。完全没改善，就去检查四个维度的执行率：哪天漏了晨光、哪周跳了运动。如果改善了且达标，就把这个指标标记为""已达成""，选下一个最差的指标作为新的第一优先。单一指标达标不是终点——六项全部进入正常范围且稳定维持超过三十天，你的SCN才真正被重新校准，四个维度才算在同步运转。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0134","01-项目/meta-abilities/健康.md","215","14天全维度重置前后的数据对比——入睡时间、晨起清醒度、午后低谷、情绪韧性。四个指标全部改善=四个维度在同步运转。只改善了一两个=还有维度被忽略了。一个都没改善=重置协议没有真正执行到位。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0135","01-项目/meta-abilities/健康.md","232","运动后的放松感=身体在说""威胁过去了""。社交连接（和信任的人面对面聊天）=催产素释放，抑制HPA轴。慢呼吸（5.5秒吸+5.5秒呼）=直接激活副交感神经。大笑、哭泣、唱歌——都触发迷走神经，向大脑发送""安全""信号。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-blocked","block"
"MC-0136","01-项目/meta-abilities/健康.md","234","选择其中至少一个作为每日的""压力关闭仪式""。不是""放松""——是给压力系统一个明确的终点。没有终点，它永远不会自己停。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0137","01-项目/meta-abilities/健康.md","245","TRE（限时进食）的原理——不是在限制热量，是在""让所有外周时钟看到同一个时间""。进食窗口内（8-12小时）——所有消化相关器官同步启动。禁食窗口内（12-16小时）——所有修复相关功能同步启动。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0138","01-项目/meta-abilities/健康.md","249","大部分自称""夜猫子""的人不是基因决定的。是SCN被长年累月的错误光信号和环境信号推后了三四个小时。他们从来没体验过""正常节律""的自己是什么样的。重置SCN的唯一方式——连续14天在同一时间起床（让SCN看固定起床时间）+晨光10分钟（给SCN明确的""天亮""校准信号）。14天后——""夜猫子""会发现自己在晚上10点左右开始自然困。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0139","01-项目/meta-abilities/健康.md","258","大多数人的现实——基线在地板以下。睡眠不到6小时、零运动、饮食全部加工食品、白天没有自然光暴露。在-1位置折腾冷水浴和补剂=在沉船上装修。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0140","01-项目/meta-abilities/健康.md","260","从-1到0的三个动作——睡到7.5小时以上（深度睡眠恢复、记忆搬家和废物清理正常运转）、每天运动20分钟（BDNF窗口、前额叶供血恢复）、晨光10分钟+同一时间起床（SCN重新校准）。三个动作不需要花一毛钱。不需要任何设备。不需要补剂。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0141","01-项目/meta-abilities/健康.md","271","自我实验框架：(1)选一个变量（如晨光时间从0→10分钟）；(2)保持其他三个维度不变（禁食时间、运动时间、起床时间不变——控制变量）；(3)记录基线数据一周（入睡时间、晨起清醒度、午后低谷、情绪韧性）；(4)改变这一个变量一周——每天记录同样的数据；(5)对比——这个变量在你的身体上产生了可测量的变化吗？","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0142","01-项目/meta-abilities/健康.md","276","选今天开始——变量：晨光10分钟。保持其他不变。记录一周基线。下周开始晨光10分钟——记录一周。两周后你有自己的数据——不是""别人说有效""，是""我的数据说有效""。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0143","01-项目/meta-abilities/健康.md","283","有氧（快走/慢跑/游泳）：心率120-140bpm，20-30分钟，每周3-5次。刺激BDNF+前额叶供血+海马体神经新生。力量训练（举铁/自重）：每周2-3次。刺激睾酮和生长激素——有氧不能替代的生理信号。HIIT（高强度间歇）：每周1-2次。极限冲刺20-30秒→休息60-90秒→重复4-6轮。提升最大摄氧量。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0144","01-项目/meta-abilities/健康.md","286","一三五有氧20分钟。二四力量30分钟。周六HIIT或休息。周日低刺激日。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0145","01-项目/meta-abilities/健康.md","291","三个加法一个减法。每餐加蛋白质（血糖平稳+多巴胺前体）。每天加深色蔬菜（抗氧化保护神经元）。每天加足量水（脱水2%=认知下降）。减含糖饮料（液态精制糖吸收最快）。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0146","01-项目/meta-abilities/健康.md","297","同一时间起床。一杯水。晨光10分钟户外。如果要咖啡——醒后90-120分钟再喝。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0147","01-项目/meta-abilities/健康.md","300","下午运动20分钟。每餐加蛋白质。每小时觉察呼吸。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0148","01-项目/meta-abilities/健康.md","303","睡前3小时禁食。睡前90分钟屏幕降级。充电器移客厅。床头放书。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0149","01-项目/meta-abilities/健康.md","313","Lembke的临床数据：连续24小时不接触高强度刺激（短视频、游戏、社交媒体推荐流、精制糖），D2多巴胺受体开始上调。24小时后对正常刺激（读书、散步、聊天）的敏感度明显回升。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0150","01-项目/meta-abilities/健康.md","315","戒断时间曲线——前3-6小时最难受（受体在""喊饿""——焦虑、坐立不安、想摸手机）。6-12小时戒断反应减弱。12-24小时出现""平静感""——正常刺激开始""变甜了""（一杯白开水、一本书、一段散步能感到充实）。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0151","01-项目/meta-abilities/健康.md","317","不是一次性的。每周一天低刺激日+每天学习前30分钟低多巴胺窗口。受体上调是渐变——需要持续的周期性低刺激来维持。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0152","01-项目/meta-abilities/健康.md","325","□ **L1 睡眠时长**：日均≥7小时。不达标=所有其他层白做。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0153","01-项目/meta-abilities/健康.md","329","□ **L3 晨光**：每天起床后10分钟户外。阴天也出去。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0154","01-项目/meta-abilities/健康.md","331","□ **L4 运动**：每天20分钟有氧。每周2次力量。每周1次HIIT。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0155","01-项目/meta-abilities/健康.md","333","□ **L5 禁食**：睡前3小时不摄入热量。水/茶可以。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0156","01-项目/meta-abilities/健康.md","339","□ **L8 呼吸**：全天鼻呼吸。压力时5.5秒吸+5.5秒呼。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0157","01-项目/meta-abilities/健康.md","350","Walker在《我们为什么要睡觉》最后几章给出了他整个职业生涯中最严肃的警告——睡眠不是银行。你不能工作日透支（睡6小时），周末存款（睡10小时）。""补觉""能恢复主观困倦（你不困了），但不能逆转已经发生的氧化损伤和代谢废物积累。周末多睡的那几个小时——让你""感觉""好了一些，但你的大脑里β-淀粉样蛋白的清理量没有因为周末补觉而增加。今天没清完的——就留在那里了。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0158","01-项目/meta-abilities/健康.md","363","你的身体是你唯一不能被云端托管的计算单元。你的大脑是你所有元能力的硬件底座——自学、写作、说服、决策、专注、元认知、系统思维、创造力、情绪调节——全部跑在这个硬件上。硬件功率不足——所有软件降频。硬件崩了——所有软件停转。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0159","01-项目/meta-abilities/健康.md","365","健康不是""养生""。健康是""确保你的唯一硬件在最佳功率下运转""。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0160","01-项目/meta-abilities/健康.md","370","□ **L1 睡眠时长≥7h** □ **L2 同一时间起床** □ **L3 晨光10分钟** □ **L4 运动日均20分钟+每周2次力量** □ **L5 睡前3h禁食** □ **L6 营养三加一减** □ **L7 每周低刺激日** □ **L8 全天鼻呼吸+压力时慢呼吸** □ **L9 每日压力关闭信号** □ **L10 季度自我实验**","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0161","01-项目/meta-abilities/健康.md","376","晨光10分钟+下午运动20分钟+睡前3h禁食+同一时间起床+睡前90分钟屏幕降级+鼻呼吸觉察。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0162","01-项目/meta-abilities/健康.md","379","一天低刺激日（D2受体上调）+2次力量训练（睾酮+生长激素）。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0163","01-项目/meta-abilities/健康.md","385","14天全维度重置（光/温度/进食/运动四维同时校准14天——Day0基线vs Day14对比）+呼吸模式评估（安静状态下呼吸频率——>20=慢性过度换气）。24小时多巴胺断食（D2受体上调——记录每小时主观感受）。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0164","01-项目/meta-abilities/健康.md","388","年度健康审计——回顾全年睡眠/运动/营养/压力数据。年度趋势（入睡时间提前了多少、午后低谷改善了多少、情绪韧性增强了多少）。年度最有价值的自我实验（哪个实验让你的数据产生了最显著的改善——明年继续深化）。年度硬件状态（你的""唯一计算单元""今年运转得比去年好还是差——数据说话）。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0165","01-项目/meta-abilities/健康.md","395","Walker的睡眠科学是地基。Ratey的运动分子链路是引擎。西野精治的黄金90分钟是节律核心。Panda的限时进食是代谢开关。Lembke的多巴胺管理是动力系统。Sapolsky的压力生理是韧性层。Nestor的呼吸是最被低估的杠杆。七层合一——健康从""养生""变为""硬件维护系统""。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0166","01-项目/meta-abilities/健康.md","399","**机制一：Walker的睡眠三重修复与""睡眠不是银行""定律。** Walker在《我们为什么要睡觉》里花了十几年收集的临床数据最核心的三条。第一条——记忆搬家。白天学到的东西暂存在海马体（临时仓库），深度睡眠期间海马体向皮层（永久存储区）转存。转存完成后海马体被清空——明天有新空间。睡眠<6小时=转存窗口不足=部分信息没搬完=被海马体临时清理程序删除。不是""忘了""——是""没搬到硬盘上""。第二条——情绪重置。睡眠期间杏仁核（恐惧中心）和前额叶（理性中心）之间的功能连接被重新校准。一夜好眠后，同样的事昨天让你暴怒今天只是有点烦。睡眠<6小时=杏仁核对负面刺激反应增强60%——不是""你脾气不好""，是警报器被物理性地拧大了音量。第三条——废物清理。白天大脑积累β-淀粉样蛋白，胶质淋巴系统在深度睡眠期间以清醒时10倍的效率清理。Walker的结论公开而明确：睡眠不是银行，不能工作日透支周末存款。周末补觉可以恢复""主观困倦""，但不能逆转已经发生的氧化损伤和代谢废物积累。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0167","01-项目/meta-abilities/健康.md","401","**机制二：Ratey的运动-认知分子链路与BDNF窗口。** Ratey在《运动改造大脑》里揭示了运动不是""让你精神好""——是一条具体的生物化学流水线。肌肉收缩→释放鸢尾素→穿过血脑屏障→触发BDNF合成。BDNF是大脑的神经肥料——促进新神经元生长、增强突触连接、保护现有神经元不被氧化应激杀死。运动后2小时是""高可塑性窗口""，在这个窗口里学任何东西都比平时快。BDNF释放的精确时间曲线——运动开始后15-20分钟达到峰值，20-30分钟最佳窗口，超过45分钟皮质醇开始对冲BDNF。不需要马拉松——每天20分钟心率120-140bpm就是最优解。哈佛对照实验：运动后数学测试比久坐组高20%。不是""运动的人更聪明""——是运动后的大脑物理性地处于更易学习的状态。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0168","01-项目/meta-abilities/健康.md","403","**机制三：西野精治的""黄金90分钟""定律。** 西野精治在《斯坦福高效睡眠法》里压了一个被严重低估的核心概念——入睡后第一个90分钟是全夜修复效率的决定性窗口。全夜70-80%的生长激素在这个窗口释放。成年人用它修复肌肉、燃烧脂肪、维护免疫。这个窗口的必须条件是核心体温必须持续下降1-2°C。任何导致体温上升的因素——进食产热、剧烈运动、热水澡——必须在这个窗口前1-2小时完全停止。凌晨两点睡的人——黄金90分钟被推迟到凌晨两点之后，SCN预设的修复窗口（晚上10点至凌晨2点）被错开。不是""睡得久就行""——是在什么时间段进入深度睡眠。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0169","01-项目/meta-abilities/决策.md","27","决策的元能力不是""做对选择""。是在可见的300米内排除必死的选项，走到下一个能见度更好的位置，重新评估。这不是一次决策——是一连串的走一步、看新的信息、调方向、再走一步。就像浓雾中的船长——他看不到前方300米，但知道正北是暗礁区正西是浅滩，所以他走偏西北15度，排除两个必死的选项。300米后雾散开一点，看到新的300米，重新调角度。最好的决策不是一步到终点，是在每一步可见距离内避开死路。这跟象棋完全不一样——象棋的棋盘完全可见，那是完美信息游戏；真实世界你的棋盘上只有自己的棋子和对方的一部分棋子，你不知道对方还有哪些藏在哪。决策的难度不在算得更远，而在算的时候信息不完整。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0170","01-项目/meta-abilities/决策.md","36","你的资源配置应该和杠铃一样——90%极端安全，确保你在任何情况下都不会被清零。10%极端风险，每一笔的损失上限是你完全可以承受的，但潜在回报是投入的100倍以上。中间地带——""适度风险、适度回报""——全部砍掉。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
